Player ID,Year,Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,erO,erD,erT,Wins Added,W/40 gm,W/40 min
douglka01w,2010,Katie Douglas,IND,G-F,34,1014,34,1014,18.6,0.569,0.538,0.459,0.187,3.2,7.1,21.2,2.4,1.1,14,21.5,111,99,2.7,1.8,4.5,0.177,2.387488271,1.04408368,3.431571951,4.38790297,5.162238788,0.173092819
suttota01w,2010,Tammy Sutton-Brown,IND,C,34,875,34,875,13.8,0.506,0.45,0.004,0.432,9.8,12.3,5.8,2,5.5,16.8,17.1,99,96,0.6,1.9,2.5,0.115,-1.151486749,1.348729803,0.197243054,2.257289995,2.655635288,0.1031904
hoffmeb01w,2010,Ebony Hoffman,IND,F,34,815,34,815,11.5,0.478,0.446,0.307,0.15,6.7,10.9,9.5,2.6,1.4,15.7,18.9,94,97,0.1,1.7,1.7,0.085,-2.011541404,1.069235755,-0.942305649,1.600695291,1.883170931,0.078561732
beviltu01w,2010,Tully Bevilaqua,IND,G,34,659,34,659,9.4,0.506,0.492,0.642,0.2,3.4,6.8,13.3,3.8,0.5,23.5,11.8,94,96,0,1.4,1.4,0.087,-0.973671014,2.648306291,1.674635277,2.226114542,2.618958285,0.135120761
januabr01w,2010,Briann January,IND,G,30,657,30,657,12.1,0.522,0.431,0.337,0.491,3.8,5.5,24.4,3,0.5,24.2,19.5,98,99,0.4,1.1,1.5,0.092,-0.244406947,0.599927219,0.355520272,1.751088795,2.060104464,0.10661119
davenje01w,2010,Jessica Davenport,IND,C,33,469,33,469,19.6,0.613,0.574,0.042,0.411,7.1,12.2,6.7,1.6,5,16.8,23.2,108,96,1.1,1,2.1,0.176,0.352258828,0.433868318,0.786127145,1.359135569,1.598983022,0.115917746
mooreje01w,2010,Jessica Moore,IND,F-C,33,431,33,431,6,0.494,0.427,0.011,0.337,8.3,9.9,5.4,0.7,0.8,22.7,14,92,102,-0.1,0.5,0.4,0.039,-3.444612775,-2.546080482,-5.990693257,-0.329147202,-0.387232002,-0.030547304
zellosh01w,2010,Shavonte Zellous,IND,G,27,418,27,418,11.8,0.486,0.388,0.192,0.608,4.1,8.3,14.6,1.5,3.3,16.7,21.6,97,99,0.2,0.7,0.9,0.086,-2.696940638,0.253586741,-2.443353897,0.481955057,0.567005949,0.046120101
murphsh01w,2010,Shay Murphy,IND,G,15,221,15,221,12.7,0.417,0.381,0.238,0.35,11.2,17,18.7,1.9,0.8,16.3,22.8,90,96,-0.1,0.5,0.3,0.063,-2.691210462,0.568411086,-2.122799376,0.29309094,0.34481287,0.053048134
morrije01w,2010,Jene Morris,IND,G,25,196,25,196,8.7,0.535,0.53,0.576,0.045,1.9,4.4,11.3,2.2,0.9,20.2,19.6,92,101,-0.1,0.3,0.2,0.046,-2.593777431,-0.530096083,-3.123873514,0.153920116,0.18108249,0.031412269
cheekjo01w,2010,Joy Cheek,IND,F,7,34,7,34,3.3,0.545,0.458,0.25,0.333,0,5.4,5.5,0,0,26.7,25.2,83,104,-0.1,0,0,-0.042,-7.132184609,-4.891377911,-12.02356252,-0.136793558,-0.160933598,-0.160933598
quiglal01w,2010,Allie Quigley,IND,G,3,18,3,18,11.3,0.615,0.5,0,0.5,0,3.4,9.7,5.9,4.8,38.1,20,80,91,0,0.1,0,0.032,-4.091538657,4.866423595,0.774884938,0.052053647,0.061239585,0.115674772
quinnno01w,2010,Noelle Quinn,LAS,G,34,1104,34,1104,12.8,0.525,0.5,0.282,0.159,2.9,7.4,14.8,1.6,0.8,12.4,15.7,104,107,1.3,0.5,1.8,0.066,0.136812558,-0.578340954,-0.441528396,2.48509544,2.923641695,0.09003969
miltode01w,2010,DeLisha Milton-Jones,LAS,F,34,1096,34,1096,15.9,0.559,0.501,0.2,0.309,3.8,8.9,14.6,1.8,1.6,17.1,23.6,101,106,1.3,0.8,2.1,0.077,-0.411174361,-1.123034449,-1.53420881,1.815276337,2.13561922,0.066250961
thompti01w,2010,Tina Thompson,LAS,F,33,1095,33,1095,17.9,0.557,0.51,0.365,0.245,7.1,11.4,10.3,1.8,1.8,13.5,23.9,105,105,2,0.9,2.9,0.108,0.557297893,-0.648758192,-0.0914603,2.673470342,3.145259226,0.097661017
penicti01w,2010,Ticha Penicheiro,LAS,G,32,843,32,843,14.5,0.525,0.415,0.077,0.615,2.5,9.2,39.8,2.6,0.2,32.6,12,106,104,1.1,0.8,2,0.093,1.477607041,0.29503049,1.772637531,2.913497834,3.42764451,0.138244263
ferdima01w,2010,Marie Ferdinand-Harris,LAS,G,30,728,30,728,11.2,0.489,0.437,0.194,0.251,3.2,6.7,8.9,1.9,0.6,10.7,19.4,97,107,0.3,0.3,0.6,0.034,-1.551398505,-0.910879977,-2.462278481,0.838036663,0.985925486,0.046045971
tolivkr01w,2010,Kristi Toliver,LAS,G,34,703,34,703,12.2,0.552,0.515,0.442,0.225,4.1,6.5,11.1,1.3,0.2,15.9,20.5,100,109,0.6,0.1,0.7,0.042,-0.713100792,-2.29847683,-3.011577622,0.599082316,0.704802725,0.034087187
wisdoli01w,2010,Lindsay Wisdom-Hylton,LAS,F,32,482,32,482,14.6,0.533,0.5,0.017,0.283,11.8,13.7,4.9,1.9,4,14,15,106,103,0.7,0.5,1.2,0.099,-1.273988796,0.143187957,-1.130800839,0.904154277,1.063710915,0.07503355
parkeca01w,2010,Candace Parker,LAS,F-C,10,335,10,335,24.4,0.552,0.509,0.074,0.346,7,18.3,14,1.5,5.3,14.6,30,100,99,0.4,0.6,1,0.123,-0.197705801,1.312894924,1.115189124,1.037921818,1.221084491,0.123930963
rileyan01w,2010,Andrea Riley,LAS,G,29,224,29,224,12.6,0.475,0.388,0.573,0.416,2.8,6,21.9,3.2,0.4,18.6,26.5,91,105,-0.1,0.2,0,0.009,-2.469298217,-0.509224466,-2.978522683,0.194918225,0.229315558,0.034806826
lennobe01w,2010,Betty Lennox,LAS,G,11,128,11,128,13.6,0.555,0.533,0.783,0.13,3.9,9,23.2,0.8,0,12.6,20,110,108,0.3,0,0.4,0.111,0.302954407,-2.483151089,-2.180196681,0.166998941,0.196469342,0.052187169
mokanch01w,2010,Chanel Mokango,LAS,F,21,72,21,72,2.7,0.24,0.176,0.118,0.235,6.9,11,2.1,1.4,11.1,21,15.2,53,100,-0.3,0.1,-0.2,-0.126,-11.08622939,1.453587093,-9.632642295,-0.19810784,-0.233068047,-0.110059911
stansti01w,2010,Tiffany Stansbury,LAS,F-C,5,14,5,14,-2.4,0.387,0.333,0,0.667,0,0,0,3.7,0,34,19.3,51,107,-0.1,0,-0.1,-0.226,-9.394798054,-2.321114235,-11.71591229,-0.054395163,-0.063994309,-0.15541475
whaleli01w,2010,Lindsay Whalen,MIN,G,33,1110,33,1110,16.4,0.53,0.433,0.202,0.453,3,6.9,29.6,2.1,0.4,16.2,18.1,110,104,2.6,1,3.6,0.128,2.0604757,-0.137593057,1.922882643,3.870339818,4.553340962,0.139471705
anosini01w,2010,Nicky Anosike,MIN,F-C,31,928,31,928,14.9,0.49,0.372,0,0.691,9.5,13.3,10.9,3.4,3,18.5,16.5,100,98,0.7,1.7,2.4,0.103,-0.432307485,2.045315452,1.613007967,3.081490061,3.625282425,0.132822847
brunsre01w,2010,Rebekkah Brunson,MIN,F,30,915,30,915,17.3,0.495,0.429,0.004,0.586,14.1,19.7,4.5,2,2.7,12.5,18.4,105,99,1.4,1.6,3,0.131,-0.280302884,1.069034535,0.788731652,2.633751517,3.098531197,0.115136678
wrighmo01w,2010,Monica Wright,MIN,G,34,866,34,866,10.3,0.458,0.412,0.25,0.221,3.6,6.5,11.1,2,0.7,14,23.8,91,105,-0.4,0.7,0.3,0.014,-2.709622499,-0.861300102,-3.570922601,0.467495178,0.549994327,0.021593311
augusse01w,2010,Seimone Augustus,MIN,G-F,25,832,25,832,14.7,0.488,0.473,0.261,0.124,1.2,5.7,12,1,0.7,7.5,24.1,101,107,0.9,0.5,1.4,0.066,-0.574920344,-1.418700847,-1.993621191,1.153086269,1.356572081,0.05543684
houstch01w,2010,Charde Houston,MIN,F,34,758,34,758,17,0.503,0.478,0.342,0.193,4.6,10.6,12.6,2.9,2.3,14.6,26.4,96,100,0.3,1.2,1.5,0.079,-1.592397668,0.862063772,-0.730333897,1.564184032,1.840216508,0.082542693
maigaha01w,2010,Hamchetou Maiga-Ba,MIN,F,34,467,34,467,6.8,0.427,0.384,0.009,0.295,8.1,9.7,11.3,1.4,0.9,22.2,14.9,85,105,-0.5,0.3,-0.2,-0.013,-3.703504672,-2.373296114,-6.076800786,-0.375635198,-0.441923762,-0.032174321
mccanra01w,2010,Rashanda McCants,MIN,F,17,268,17,268,11.7,0.491,0.458,0.44,0.345,8.4,8.9,10.7,1.9,0.6,12.6,17.7,103,105,0.3,0.2,0.5,0.078,-0.872765736,-1.59032207,-2.463087806,0.303936665,0.357572547,0.045363681
wiggica01w,2010,Candice Wiggins,MIN,G,8,238,8,238,16.9,0.631,0.547,0.622,0.405,3.2,5.4,12.9,3,0,17.9,19.1,115,104,0.7,0.2,1,0.161,2.542191782,0.386282735,2.928474517,0.958237326,1.127338031,0.16104829
hornbal01w,2010,Alexis Hornbuckle,MIN,G,13,194,13,194,7.5,0.38,0.326,0.522,0.261,4.4,6,14.3,4.7,1.3,19,14,83,99,-0.2,0.3,0.1,0.019,-2.69229451,2.840375121,0.148080612,0.491743846,0.578522172,0.101390484
holliqu01w,2010,Quanitra Hollingsworth,MIN,C,25,182,25,182,2.7,0.448,0.378,0,0.676,7.7,14,3.6,1.4,0.5,30.4,16.3,74,103,-0.5,0.2,-0.3,-0.058,-6.395919832,-2.698437211,-9.094357043,-0.440989756,-0.518811478,-0.096920826
martinu01w,2010,Nuria Martinez,MIN,G,15,128,15,128,-0.6,0.33,0.227,0.606,0.545,0,5,13.5,2,0,22.7,17.7,66,105,-0.5,0.1,-0.4,-0.117,-7.801529588,-1.649634388,-9.451163976,-0.334645408,-0.39370048,-0.10457669
mannkr01w,2010,Kristen Mann,MIN,F,5,15,5,15,-2.9,0.25,0.25,0.667,0,0,0,0,0,0,0,17.2,61,112,-0.1,0,-0.1,-0.155,-9.018231038,-5.002276752,-14.02050779,-0.075982231,-0.08939086,-0.202619283
adairje01w,2010,Jessica Adair,MIN,C,1,14,1,14,25.2,0.906,1,0,4,30.8,33.2,0,0,0,0,8.5,198,102,0.1,0,0.1,0.4,7.925261349,-1.973187644,5.952073706,0.079073559,0.093027717,0.225924456
margiga01w,2010,Gabriela Marginean,MIN,F,4,12,4,12,8.6,0.2,0.2,0,0,26.9,19.4,13.9,4.2,7.2,16.7,21.5,68,96,-0.1,0,0,-0.095,-6.004797754,2.311039518,-3.693758235,0.005687303,0.006690944,0.018957675
pondeca01w,2010,Cappie Pondexter,NYL,G,34,1167,34,1167,24.6,0.604,0.544,0.283,0.335,2.3,8.4,27.7,1.4,0.3,11.8,27.3,120,103,6.1,1.3,7.3,0.252,5.016811636,-0.280767843,4.736043793,5.872516516,6.90884296,0.201285913
mcwilta01w,2010,Taj McWilliams-Franklin,NYL,F-C,34,994,34,994,17.8,0.576,0.522,0.084,0.336,9.5,11.8,11.8,2.5,2.5,14.2,17.2,115,99,2.7,1.7,4.4,0.178,1.913172621,1.291810389,3.20498301,4.17966145,4.917248764,0.168195632
mitchle01w,2010,Leilani Mitchell,NYL,G,34,978,34,978,16.3,0.617,0.592,0.622,0.181,3.3,5.8,21.4,3,0.5,16.6,14.7,119,101,2.8,1.3,4.2,0.171,3.284777453,1.48809055,4.772868003,4.940899568,5.812823021,0.202081782
mccarja01w,2010,Janel McCarville,NYL,F-C,34,967,34,967,12.9,0.502,0.467,0.04,0.182,8.7,13.2,12.8,2.5,2,22.5,18.4,93,98,-0.1,1.7,1.6,0.068,-1.426517928,0.831466943,-0.595050984,2.080665512,2.447841779,0.086066826
powelni01w,2010,Nicole Powell,NYL,F,34,895,34,895,13.9,0.524,0.503,0.58,0.108,4.7,10.2,14.1,2,0.7,13.7,18.2,104,101,1.2,1.3,2.5,0.112,-0.083349695,0.14198464,0.058634945,2.241856662,2.637478426,0.100194711
greenka01w,2010,Kalana Greene,NYL,G,33,519,33,519,8.3,0.505,0.489,0.152,0.174,3.5,6.7,9.9,1.3,1.1,19.5,16.6,91,104,-0.2,0.5,0.3,0.024,-2.706123994,-1.156150442,-3.862274436,0.200508743,0.235892639,0.015453468
pierspl01w,2010,Plenette Pierson,NYL,F,25,418,25,418,16.2,0.518,0.461,0.021,0.316,7.7,14.4,12.9,2.2,1.6,17.5,29.2,95,98,0.1,0.8,0.9,0.084,-2.314285396,0.017972049,-2.296313347,0.515164488,0.606075868,0.049298037
carsoes01w,2010,Essence Carson,NYL,G,34,325,34,325,12.9,0.46,0.423,0.203,0.26,5.5,10.6,13.4,2.3,2.1,15.9,23.4,90,100,-0.2,0.5,0.3,0.039,-3.059354687,0.645915542,-2.413439145,0.379978936,0.447034042,0.046766638
vaughki01w,2010,Kia Vaughn,NYL,C,30,243,30,243,4.4,0.398,0.355,0.014,0.29,7.9,11.1,6.5,1.3,2.1,18.8,18.4,80,102,-0.5,0.3,-0.2,-0.027,-5.544289906,-1.836683915,-7.380973821,-0.368114332,-0.433075685,-0.060594952
spencsi01w,2010,Sidney Spencer,NYL,G,20,168,20,168,10.9,0.605,0.605,0.349,0,1.5,6.1,6,1.9,0,15.7,14.1,104,103,0.2,0.2,0.3,0.082,-0.947581115,-0.47470487,-1.422285984,0.286389957,0.336929361,0.068188085
jacksti02w,2010,Tiffany Jackson-Jones,NYL,F,9,124,9,124,12.2,0.513,0.37,0,0.926,5.2,14.4,5,2.6,0.7,15.6,16.9,101,97,0.1,0.2,0.4,0.115,-2.748813372,1.289052587,-1.459760784,0.208872281,0.245732095,0.067378155
blueni01w,2010,Nikki Blue,NYL,G,15,77,15,77,4.1,0.374,0.31,0.286,0.333,1.7,5,26,2.8,0,27.2,20,76,102,-0.2,0.1,-0.1,-0.065,-5.266261218,-0.785281602,-6.05154282,-0.061335167,-0.07215902,-0.031862424
dupreca01w,2010,Candice Dupree,PHO,F,34,1014,34,1014,23.1,0.7,0.664,0.003,0.224,8.7,14.1,7.4,1.7,2,14.5,18.7,126,108,4.4,0.3,4.8,0.188,4.202091601,-0.905197384,3.296894216,4.267560436,5.020659336,0.168345579
tauradi01w,2010,Diana Taurasi,PHO,G,31,998,31,998,22.8,0.592,0.507,0.431,0.437,1.4,7.4,23.8,1.8,1.4,15.7,29.8,111,110,3.8,0,3.8,0.154,3.702306733,-1.438905257,2.263401476,3.648940086,4.292870689,0.146250104
smithta01w,2010,Tangela Smith,PHO,C,34,992,34,992,9.7,0.499,0.48,0.492,0.12,3.9,9.9,4.3,1.1,2.1,10.5,15,99,110,0.5,0,0.5,0.022,-1.035233813,-2.104556634,-3.139790447,0.762178214,0.896680251,0.030732992
taylope01w,2010,Penny Taylor,PHO,F,32,959,32,959,22.5,0.64,0.576,0.306,0.385,3.9,8.2,25.9,2.3,0.7,16,20.9,122,110,4.4,0.1,4.5,0.188,5.144199811,-1.289295143,3.854904668,4.322105575,5.084830088,0.180275519
johnste01w,2010,Temeka Johnson,PHO,G,34,928,34,928,12.3,0.491,0.461,0.327,0.165,2.4,6.5,24.8,1.7,0.5,17.8,17.7,101,112,0.9,-0.2,0.7,0.029,0.718363026,-2.063743804,-1.345380778,1.603037199,1.885926117,0.069096431
bonnede01w,2010,DeWanna Bonner,PHO,F-G,32,813,32,813,19.5,0.569,0.498,0.187,0.419,9.7,13.4,7.4,1.3,3.3,10.9,19.7,116,109,2.6,0.2,2.8,0.139,1.826109146,-1.042593845,0.783515301,2.329468475,2.740551147,0.114610995
swanike01w,2010,Ketia Swanier,PHO,G,32,322,32,322,8,0.469,0.457,0.337,0.228,1.8,6.6,23,1.6,0.2,28.8,18.7,84,112,-0.5,-0.1,-0.6,-0.073,-2.738333228,-3.328950381,-6.067283609,-0.25643367,-0.301686671,-0.031855114
lilleta01w,2010,Taylor Lilley,PHO,G,21,227,21,227,9.4,0.557,0.517,0.741,0.19,1.6,4.4,9.1,2.3,0.3,20.3,14.7,98,112,0.1,0,0,0.008,-0.896880371,-1.938205706,-2.835086078,0.211378968,0.248681139,0.037247395
braxtka01w,2010,Kara Braxton,PHO,C-F,13,224,13,224,21.8,0.586,0.544,0,0.437,14.7,15.4,12.4,1.7,1.6,18,28.3,107,109,0.6,0,0.7,0.12,2.658346622,-2.921033313,-0.26268669,0.516565297,0.607723878,0.092243803
ohldeni01w,2010,Nicole Ohlde,PHO,F-C,20,222,20,222,6.8,0.483,0.442,0,0.442,3.7,9.3,6.2,0.6,2.6,19.5,14.7,89,111,-0.1,0,-0.2,-0.028,-3.935128714,-3.265245822,-7.200374536,-0.311243675,-0.36616903,-0.056079941
smithbr01w,2010,Brooke Smith,PHO,F-C,16,131,16,131,14.6,0.767,0.739,0,0.304,5.4,12.3,4.4,0.4,2.2,10.3,9.4,145,111,0.5,0,0.4,0.137,0.852718025,-2.693980003,-1.841261978,0.191570399,0.22537694,0.058494778
holmese01w,2010,Sequoia Holmes,PHO,G,15,119,15,119,1.4,0.296,0.205,0.282,0.385,7.9,9.4,6.6,2.4,0,18,19.8,67,110,-0.5,0,-0.5,-0.16,-6.671815684,-2.269047965,-8.940863649,-0.277539505,-0.326517064,-0.09329059
youngso01w,2010,Sophia Young-Malcolm,SAS,F,34,1082,34,1082,18.4,0.538,0.513,0.088,0.278,5.2,10.4,14.5,2.6,0.7,12.6,24,104,105,1.8,0.9,2.8,0.103,0.760836079,0.138485462,0.899321541,3.237064407,3.808311068,0.119669664
hammobe01w,2010,Becky Hammon,SAS,G,32,1075,32,1075,17.7,0.598,0.538,0.492,0.281,1.9,5.5,28.2,1.8,0.6,21.1,22.3,107,109,2.5,0.3,2.8,0.105,2.232913558,-1.45708709,0.775826468,3.143600191,3.698353166,0.11697117
hodgero01w,2010,Roneeka Hodges,SAS,G,34,859,34,859,9.5,0.472,0.451,0.605,0.125,3.4,8,8.8,0.9,0.9,12.6,17.3,93,109,-0.1,0.2,0.1,0.005,-2.390775633,-1.797754845,-4.188530479,0.182427576,0.214620678,0.008494881
holdsch01w,2010,Chamique Holdsclaw,SAS,F,29,840,29,840,18.6,0.546,0.511,0.095,0.22,7.8,11.7,13.2,2.7,1,15.3,23.7,103,104,1.3,0.8,2,0.096,0.650150958,0.012739739,0.662890697,2.404571558,2.828907716,0.114503408
snowmi01w,2010,Michelle Snow,SAS,C,34,821,34,821,20.5,0.607,0.574,0.004,0.355,8.1,16.2,12.4,2.1,2.5,16.2,19.7,111,102,2.1,1,3.2,0.154,1.46191341,0.371014948,1.832928357,2.874935311,3.382276837,0.14006993
lawsoed01w,2010,Edwige Lawson-Wade,SAS,G,33,724,33,724,12.6,0.54,0.489,0.702,0.238,3,5.6,20.9,2.6,0.2,18.4,15.8,106,107,1.1,0.3,1.4,0.078,0.496780119,-0.446686028,0.050094091,1.83014844,2.153115812,0.101113173
darlihe01w,2010,Helen Darling,SAS,G,33,391,33,391,5.4,0.427,0.35,0.367,0.567,3.6,5.5,18,2.7,0.2,29.9,12.8,83,107,-0.4,0.2,-0.3,-0.026,-3.231820325,-0.970258641,-4.202078966,0.080143592,0.094286579,0.008198833
appelja01w,2010,Jayne Appel-Marinelli,SAS,C,28,306,28,306,12.4,0.558,0.542,0.042,0.479,8.8,14.7,7.2,1.2,1.3,18.1,16.1,102,106,0.3,0.2,0.5,0.07,-1.601558973,-2.045847012,-3.647405985,0.155440398,0.182871056,0.020319006
rileyru01w,2010,Ruth Riley,SAS,C,20,261,20,261,11.5,0.597,0.546,0.093,0.37,2.9,10.9,12.1,1,4,23.2,14.7,101,105,0.2,0.2,0.4,0.066,-2.549013982,-1.297046002,-3.846059984,0.104257838,0.12265628,0.015978213
kellycr01w,2010,Crystal Kelly,SAS,F,26,242,26,242,8.2,0.562,0.45,0.02,0.92,6.9,7.8,4.6,1.5,0.3,24.7,18,95,109,0,0,0.1,0.012,-3.416973545,-3.283113058,-6.700086603,-0.280630428,-0.330153445,-0.046385195
frazeme01w,2010,Megan Frazee,SAS,F,10,101,10,101,9.1,0.471,0.391,0.281,0.594,8.9,13.2,1.7,0,0,12.9,21.5,94,110,0,0,0,-0.001,-4.397411212,-4.291171056,-8.688582267,-0.226835556,-0.266865359,-0.089835864
snellbe01w,2010,Belinda Snell,SAS,G,2,38,2,38,9.6,0.455,0.389,0.556,0.222,3.4,6.7,20.7,0,0,16.8,14.6,99,113,0,0,0,0.01,-1.520909448,-3.906376749,-5.427286197,-0.017644541,-0.020758284,-0.018573201
battlas01w,2010,Ashley Battle,SAS,F,5,35,5,35,1.8,0.333,0.333,0.417,0,14.6,16.3,4.8,0,0,20,20.1,71,110,-0.1,0,-0.1,-0.139,-7.87283237,-4.991950689,-12.86478306,-0.158453866,-0.186416313,-0.181090132
quiglal01w,2010,Allie Quigley,SAS,G,4,25,4,25,18.6,0.658,0.625,0.5,0.75,0,2.5,0,0,0,0,19.9,135,114,0.1,0,0.1,0.188,2.697772,-3.695598107,-0.997826107,0.048884402,0.057511061,0.078215043
cashsw01w,2010,Swin Cash,SEA,F,34,1046,34,1046,14.5,0.544,0.482,0.232,0.378,7.8,11.9,11.5,1,1.4,18.5,22.9,104,100,1.7,1.6,3.3,0.128,-0.247235066,-1.021594312,-1.268829378,1.863072804,2.191850358,0.071245614
birdsu01w,2010,Sue Bird,SEA,G,33,1005,33,1005,18,0.554,0.529,0.476,0.135,0.9,5.4,32.3,2.7,0.4,15.4,17.5,118,99,3.3,1.7,5,0.197,3.862848354,1.636131773,5.498980127,5.451771983,6.413849391,0.21698595
jacksla01w,2010,Lauren Jackson,SEA,F-C,32,993,32,993,27.9,0.592,0.519,0.328,0.374,11.3,16.3,7.7,1.6,3.3,7.7,27.3,126,96,6.1,2.2,8.3,0.333,5.052850958,1.725149067,6.778000024,6.070427548,7.141679468,0.244528804
wrighta01w,2010,Tanisha Wright,SEA,G,34,988,34,988,13.5,0.521,0.454,0.215,0.345,3.4,7,25.5,2.2,0.8,19.1,17,109,100,2,1.6,3.6,0.146,1.459043755,0.897047284,2.356091039,3.687855628,4.33865368,0.149305896
littlca01w,2010,Camille Little,SEA,F,34,838,34,838,18.4,0.563,0.516,0.09,0.445,10.8,12.9,10.1,3.5,2.2,16.4,19.7,110,95,2,2,4,0.193,1.818577183,2.776956785,4.595533967,4.138270878,4.868553974,0.197530829
abrossv01w,2010,Svetlana Abrosimova,SEA,F,34,686,34,686,13,0.507,0.496,0.432,0.188,4.4,9.3,17.4,3.1,0.4,19.4,20.7,97,97,0.4,1.4,1.8,0.102,-0.718386404,1.224032901,0.505646497,1.877201051,2.208471825,0.109457787
willile01w,2010,Le'coe Willingham,SEA,F,33,515,33,515,17,0.613,0.592,0.238,0.323,15.6,16.2,7.3,1.7,0.8,16.8,15.6,119,99,1.6,0.9,2.5,0.191,2.219615292,-0.210612023,2.009003269,1.826081703,2.148331415,0.141831589
veselja01w,2010,Jana Vesela,SEA,F,29,330,29,330,13.4,0.632,0.594,0.234,0.313,6.1,10.8,8.9,2.9,1.8,26.3,13.5,104,96,0.4,0.7,1.1,0.13,-0.504855698,1.58851352,1.083657821,1.005715274,1.18319444,0.121904882
robinas01w,2010,Ashley Robinson,SEA,C,30,245,30,245,7.6,0.41,0.413,0,0.196,8.2,14.3,9.5,0.9,7.4,25.4,12.3,83,95,-0.3,0.6,0.3,0.049,-4.813339452,0.883152582,-3.930186871,0.085352041,0.100414166,0.013935027
laceyal01w,2010,Alison Lacey,SEA,G,21,144,21,144,-1.3,0.215,0.157,0.771,0.143,2.6,6.8,10,2.2,0.6,17.7,14.2,60,100,-0.5,0.2,-0.3,-0.073,-7.472681006,0.275304269,-7.197376737,-0.203118344,-0.238962758,-0.056421762
bishoab01w,2010,Abby Bishop,SEA,F,16,109,16,109,5,0.441,0.422,0.533,0.244,12.7,11.3,6.4,1,0.8,19.4,25.6,86,102,-0.2,0.1,0,-0.011,-5.133656838,-3.044110872,-8.17776771,-0.211279709,-0.248564364,-0.077533838
dorresc01w,2010,Scholanda Dorrell,TUL,G,34,836,34,836,12.3,0.484,0.434,0.211,0.36,3.8,5.6,12.5,3.1,1.2,17.1,25.4,90,110,-0.6,0,-0.6,-0.027,-2.251363931,-1.140879069,-3.392243,0.539214297,0.634369761,0.025799727
blackch01w,2010,Chante Black,TUL,C,34,712,34,712,13.8,0.519,0.537,0,0.329,13.2,18.1,5.1,1.2,6.3,20.1,12.6,98,106,0.3,0.4,0.7,0.041,-1.750019975,-1.000861843,-2.750881818,0.707777691,0.832679637,0.039762792
holtam01w,2010,Amber Holt,TUL,F,33,697,33,697,15.1,0.522,0.465,0.358,0.338,4.4,8.4,14.6,2.1,0.8,11.8,18.9,107,111,1.2,-0.1,1.2,0.068,-0.21686531,-2.025527911,-2.242393222,0.885766578,1.042078328,0.050833089
zolmash01w,2010,Shanna Zolman,TUL,G,30,639,30,639,12.6,0.533,0.513,0.519,0.115,1.6,3.8,13.5,2,0.3,15.2,21.2,98,114,0.4,-0.3,0.1,0.006,-0.72779038,-2.686653098,-3.414443477,0.404429504,0.475799416,0.025316401
jacksti02w,2010,Tiffany Jackson-Jones,TUL,F,25,593,25,593,12.1,0.472,0.402,0.006,0.37,9.1,14.1,9.5,2.8,1.1,20.9,18.1,90,107,-0.3,0.3,0,-0.002,-2.610076503,-0.955893563,-3.565970066,0.326409701,0.384011413,0.022017518
lattaiv01w,2010,Ivory Latta,TUL,G,18,517,18,517,14.3,0.542,0.503,0.438,0.265,1.5,2.9,24.1,1.7,0.3,15.9,20,105,115,0.9,-0.4,0.5,0.04,1.007646571,-2.962777329,-1.955130758,0.737850456,0.868059359,0.057087076
brownki01w,2010,Kiesha Brown,TUL,G,27,481,27,481,9.9,0.489,0.451,0.319,0.194,2.1,6.4,22,1.5,0,20.4,17.2,94,113,0,-0.2,-0.2,-0.017,-1.908006609,-3.143088094,-5.051094703,-0.124039175,-0.145928441,-0.010315108
lacyje01w,2010,Jennifer Lacy,TUL,F,24,402,24,402,12,0.504,0.443,0.312,0.397,7.1,10.4,8.1,2.3,1.5,17,20.9,95,110,0.1,0,0.1,0.013,-2.55704414,-2.080292119,-4.637336259,-0.013137152,-0.015455473,-0.001307179
braxtka01w,2010,Kara Braxton,TUL,C-F,22,369,22,369,16.2,0.521,0.503,0.022,0.2,8.1,15.9,16.5,3.3,3.8,25.2,29.9,84,103,-0.8,0.4,-0.4,-0.043,-3.824075785,-0.439022457,-4.263098243,0.063102237,0.074237926,0.006840351
hornbal01w,2010,Alexis Hornbuckle,TUL,G,15,316,15,316,12,0.478,0.434,0.301,0.217,4.5,9.6,20.3,3.6,2.6,22.9,15.7,92,106,-0.1,0.2,0.2,0.019,-1.659991646,0.942556696,-0.71743495,0.663860167,0.781011961,0.084032932
jonesma01w,2010,Marion Jones,TUL,G,33,311,33,311,15,0.564,0.538,0.1,0.525,10.3,9.9,10.4,2.8,1.9,18.9,16.5,105,110,0.4,0,0.5,0.058,0.128745547,-1.162041014,-1.033295467,0.599890528,0.705753562,0.077156338
ohldeni01w,2010,Nicole Ohlde,TUL,F-C,12,301,12,301,8.8,0.486,0.443,0,0.25,5.5,8.9,9.6,1.3,2.5,21,17.3,88,112,-0.2,-0.1,-0.3,-0.04,-3.424596721,-3.097387059,-6.52198378,-0.318592034,-0.374814157,-0.042337812
